group_id,group_config,n_agents,consensus_reached,final_rec,turn_counter,total_messages,single_round_group,gss,min_sat,maj_min_gap,sat_variance,stability_rate,n_strategies_matched,conversation_vs_best_strategy_gss,ADD_rec,LMS_rec,MPL_rec,MAJ_rec,APP_rec,FAI_rec,matches_ADD,matches_LMS,matches_MPL,matches_MAJ,matches_APP,matches_FAI,ADD_gss,LMS_gss,MPL_gss,MAJ_gss,APP_gss,FAI_gss,ISS_Alexander,ISS_Amelia,ISS_Asher,ISS_Ava,ISS_Bailey,ISS_Bart,ISS_Benjamin,ISS_Blair,ISS_Cameron,ISS_Cedric,ISS_Charlotte,ISS_Donald,ISS_Elijah,ISS_Emma,ISS_Evelyn,ISS_Harper,ISS_Henry,ISS_Homer,ISS_Icarus,ISS_Isabella,ISS_Jade,ISS_James,ISS_Jordan,ISS_Liam,ISS_Lowen,ISS_Lucas,ISS_Marge,ISS_Maxima,ISS_Mia,ISS_Mickey,ISS_Morgan,ISS_Noah,ISS_Oliver,ISS_Olivia,ISS_Riley,ISS_Roger,ISS_Sophia,ISS_Steven,ISS_Willem-Alexander,ISS_William
1844,divergent,8,True,rest_k,3,24,False,0.5764,0.1,0.3611,0.1381,0.375,2,-0.05,rest_c,rest_c,rest_c,rest_h,rest_n,rest_c,False,True,True,False,False,False,0.6264,0.6264,0.6264,0.4931,0.5819,0.6264,,0.8,,,,0.2,,,,,,1.0,,,,,0.1111,,0.5,,,,,,,,,,1.0,,,0.9,0.1,,,,,,,
1845,minority,8,True,rest_j,3,24,False,0.5389,0.2,0.3619,0.1089,0.375,2,-0.1514,rest_k,rest_k,rest_j,rest_k,rest_k,rest_k,False,False,True,True,False,False,0.6903,0.6903,0.5389,0.6903,0.6903,0.6903,,0.3333,,,,,,,0.2,,0.2222,,,,,0.5,,,,,,,,,,,,,,,,0.2222,1.0,,,,,,0.8333,1.0
1846,uniform,2,True,rest_u,2,4,False,0.85,0.7,0.0,0.0225,0.0,2,-0.15,rest_l,rest_l,rest_l,rest_l,rest_l,rest_l,False,True,False,False,True,False,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,0.7,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,
1847,divergent,6,True,rest_n,2,12,False,0.6714,0.4286,0.2057,0.0465,0.3333,5,0.0,rest_n,rest_n,rest_c,rest_u,rest_n,rest_n,True,True,True,False,True,True,0.6714,0.6714,0.5571,0.5905,0.6714,0.6714,,,,0.7,,,,,,1.0,,,,,,0.4286,0.5,,0.9,,,,,,,,,,,,0.5,,,,,,,,,
1848,minority,8,True,rest_v,3,24,False,0.7736,0.4,0.4378,0.0515,0.75,5,0.0,rest_v,rest_v,rest_d,rest_v,rest_v,rest_v,True,True,False,True,True,True,0.7736,0.7736,0.6335,0.7736,0.7736,0.7736,,1.0,,,1.0,0.6,0.8889,,,,,,,,,0.5,0.4,,,0.8,,,,,1.0,,,,,,,,,,,,,,,
1849,uniform,8,True,rest_r,2,16,False,0.8,0.3,0.4267,0.0625,0.875,2,0.0,rest_k,rest_x,rest_a,rest_r,rest_x,rest_k,False,False,True,True,False,False,0.7839,0.6299,0.4464,0.8,0.6299,0.7839,,0.8,1.0,1.0,,,0.5,,,,,,0.3,,,,,,1.0,,,,,,0.8,,,,1.0,,,,,,,,,,,
185,minority,4,True,rest_p,2,8,False,0.4062,0.125,0.0,0.1214,0.25,1,-0.3938,rest_f,rest_f,rest_b,rest_f,rest_f,rest_f,False,False,True,False,False,False,0.8,0.8,0.3563,0.8,0.8,0.8,,,,,,,1.0,,,,,,,,,,,,0.2,,,,,,,,,,,0.125,0.3,,,,,,,,,
1850,divergent,4,True,rest_k,2,8,False,0.5361,0.2,0.0,0.0845,0.25,1,-0.1556,rest_q,rest_a,rest_a,rest_l,rest_a,rest_l,False,False,True,False,False,False,0.6917,0.6389,0.6389,0.5528,0.6389,0.5528,,,,,,,,,,,,,,,0.4444,,,,,,,,0.5,0.2,,,,,,,,,,,,,1.0,,,
1851,divergent,6,True,rest_e,2,12,False,0.5667,0.1,0.56,0.1489,0.5,1,-0.1222,rest_s,rest_k,rest_e,rest_s,rest_k,rest_s,False,False,True,False,False,False,0.6889,0.6759,0.5667,0.6889,0.6759,0.6889,,,,,,,0.4,,,,,0.1,1.0,,,,,,0.1,,,,,,,,,,,,,,,1.0,0.8,,,,,
1852,coalitional,8,True,rest_n,2,16,False,0.5371,0.1,0.0,0.1744,0.375,1,-0.2278,rest_s,rest_s,rest_b,rest_s,rest_s,rest_s,False,False,True,False,False,False,0.7649,0.7649,0.6246,0.7649,0.7649,0.7649,,1.0,,1.0,,,,,,,,,,0.1,,,0.8,,,,,,0.1429,0.1111,,,,,,0.1429,,,,1.0,,,,,,
1853,uniform,8,True,rest_k,2,16,False,0.7903,0.5,0.35,0.0383,0.625,5,0.0,rest_k,rest_k,rest_m,rest_k,rest_k,rest_k,True,True,False,True,True,True,0.7903,0.7903,0.5656,0.7903,0.7903,0.7903,,,,,1.0,,,,,,1.0,1.0,0.7,,,,,0.9,,,,,,,,,,,,,,,0.5,0.5556,,,,,0.6667,
1854,divergent,8,True,rest_k,3,24,False,0.725,0.1111,0.1467,0.1172,0.5,3,0.0,rest_k,rest_s,rest_k,rest_o,rest_s,rest_k,True,False,True,False,False,True,0.725,0.6347,0.725,0.5139,0.6347,0.725,1.0,,,,,,0.7,,0.9,,,,,,,1.0,,,,,,0.8889,,,,,,,,0.2,,,,,,0.1111,1.0,,,
1855,uniform,6,True,rest_w,2,12,False,0.8074,0.4444,0.0,0.0577,0.5,6,0.0,rest_w,rest_a,rest_a,rest_w,rest_w,rest_w,True,True,True,True,True,True,0.8074,0.6926,0.6926,0.8074,0.8074,0.8074,,,,,,,0.5,,,,,,,,,,1.0,,,,,,,0.4444,,,1.0,,0.9,,,,,1.0,,,,,,
1856,uniform,6,True,rest_g,6,36,False,0.7839,0.4286,0.3407,0.0537,0.5,4,-0.0147,rest_g,rest_m,rest_g,rest_g,rest_m,rest_g,True,False,True,True,False,True,0.7839,0.7986,0.7839,0.7839,0.7986,0.7839,,,,1.0,,0.4286,,0.5,,,,,,,1.0,,,,,,,,,0.875,,,0.9,,,,,,,,,,,,,
1857,divergent,6,True,rest_k,2,12,False,0.6907,0.1,0.7089,0.1075,0.1667,5,0.0,rest_k,rest_c,rest_c,rest_k,rest_f,rest_k,True,True,True,True,False,True,0.6907,0.4889,0.4889,0.6907,0.6593,0.6907,,,,,,,0.4444,,1.0,1.0,0.7,,,,,,0.9,,,,,,,,,,,,,,,,,,,,,,0.1,
1858,uniform,4,True,rest_c,2,8,False,0.925,0.8,0.0,0.0069,0.5,6,0.0,rest_c,rest_c,rest_c,rest_c,rest_c,rest_c,True,True,True,True,True,True,0.925,0.925,0.925,0.925,0.925,0.925,,,,,,,,0.8,,1.0,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,0.9,
1859,uniform,2,True,rest_e,3,6,False,0.85,0.7,0.0,0.0225,0.5,2,-0.0944,rest_b,rest_b,rest_b,rest_b,rest_b,rest_b,False,False,False,True,True,False,0.9444,0.9444,0.9444,0.9444,0.9444,0.9444,,,,1.0,,,,,0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,uniform,8,True,rest_v,1,8,True,0.9219,0.7,0.2083,0.0121,1.0,6,0.0,rest_v,rest_v,rest_d,rest_v,rest_v,rest_v,True,True,True,True,True,True,0.9219,0.9219,0.5788,0.9219,0.9219,0.9219,,,1.0,,,,,,1.0,,,,,,,,,0.8,,,,,,1.0,,0.875,,,,,,,,0.7,1.0,,,,1.0,
1860,divergent,8,True,rest_a,2,16,False,0.6531,0.1,0.6036,0.1391,0.375,5,0.0,rest_a,rest_w,rest_a,rest_a,rest_a,rest_a,True,False,True,True,True,True,0.6531,0.6188,0.6531,0.6531,0.6531,0.6531,,,0.5,,0.125,,1.0,,1.0,,,,,,,1.0,,,,,,,,,0.1,,,,,,0.5,,,,,,,,1.0,
1861,uniform,4,True,rest_h,2,8,False,0.5409,0.1,0.0,0.1316,0.25,1,-0.1655,rest_f,rest_f,rest_f,rest_f,rest_f,rest_f,False,False,False,True,False,False,0.7063,0.7063,0.7063,0.7063,0.7063,0.7063,,0.2857,,,,,,,,,,,,,,,,,,,,0.1,,1.0,,,,,,,,,0.7778,,,,,,,
1862,uniform,4,True,rest_b,1,4,True,0.775,0.1,0.9,0.1519,1.0,2,-0.1167,rest_k,rest_g,rest_b,rest_b,rest_g,rest_k,False,False,True,True,False,False,0.8917,0.8146,0.775,0.775,0.8146,0.8917,,,,1.0,,,,,,,,,,,,0.1,,,,,,,,1.0,,,,,,,,,,,,,,,1.0,
1863,divergent,8,True,rest_h,6,48,False,0.6031,0.1,0.0708,0.1369,0.5,2,-0.0281,rest_c,rest_k,rest_a,rest_h,rest_q,rest_c,False,False,True,True,False,False,0.6312,0.525,0.5344,0.6031,0.6031,0.6312,,1.0,,,1.0,,,,1.0,,,,,0.1,,,,,,,,,,,,0.3,,0.8,,,0.125,,,,,,,,0.5,
1864,coalitional,4,True,rest_s,2,8,False,0.8444,0.7,0.1926,0.007,0.0,3,0.0,rest_s,rest_s,rest_c,rest_k,rest_s,rest_c,True,True,False,False,True,False,0.8444,0.8444,0.5944,0.4583,0.8444,0.5944,,,,,0.7,,,,,0.8889,,,,,,0.8889,,,,,,,,,,,,,,,,,,,,,0.9,,,
1865,divergent,2,True,rest_f,4,8,False,0.5556,0.1111,0.0,0.1975,0.5,2,-0.3889,rest_i,rest_i,rest_f,rest_f,rest_i,rest_q,False,False,True,True,False,False,0.9444,0.9444,0.5556,0.5556,0.9444,0.7222,,,,,,,,,,,,,,,,,,,1.0,,,,,,,0.1111,,,,,,,,,,,,,,
1866,divergent,4,True,rest_r,21,84,False,0.5062,0.1,0.0,0.1601,0.25,1,-0.2,rest_o,rest_i,rest_g,rest_g,rest_i,rest_l,False,False,True,False,False,False,0.7063,0.625,0.5875,0.5875,0.625,0.6687,,,,,,,,,,0.8,,,,,,,,,0.1,,,,,,,,,,,1.0,,,,,,0.125,,,,
1867,minority,4,True,rest_m,2,8,False,0.6222,0.1,0.0,0.1254,0.25,1,-0.0757,rest_q,rest_q,rest_q,rest_q,rest_q,rest_q,False,False,False,True,False,False,0.6979,0.6979,0.6979,0.6979,0.6979,0.6979,,,0.1,,,,1.0,,,,,,,,,,,,,,,,0.8889,,,,,,0.5,,,,,,,,,,,
1868,uniform,4,True,rest_i,2,8,False,0.95,0.9,0.0,0.0025,0.5,6,0.0,rest_i,rest_i,rest_i,rest_i,rest_i,rest_i,True,True,True,True,True,True,0.95,0.95,0.95,0.95,0.95,0.95,,,,1.0,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,0.9,,,,0.9,
1869,minority,8,True,rest_g,8,64,False,0.5112,0.125,0.0,0.113,0.25,1,-0.2937,rest_w,rest_t,rest_g,rest_w,rest_w,rest_w,False,False,True,False,False,False,0.8049,0.6473,0.5112,0.8049,0.8049,0.8049,,,,,,,,,,,0.125,,0.7143,0.5,1.0,,,,,,,,,,,,,,,0.25,,,1.0,0.125,0.375,,,,,
187,uniform,4,True,rest_r,1,4,True,0.925,0.7,0.3,0.0169,1.0,6,0.0,rest_r,rest_r,rest_r,rest_r,rest_r,rest_r,True,True,True,True,True,True,0.925,0.925,0.925,0.925,0.925,0.925,,,1.0,,,,,,,1.0,,,,,,,,,0.7,,,,,,,,,1.0,,,,,,,,,,,,
1870,coalitional,6,True,rest_t,2,12,False,0.6556,0.3,0.0,0.0854,0.3333,2,-0.0204,rest_w,rest_w,rest_d,rest_t,rest_w,rest_w,False,False,True,True,False,False,0.6759,0.6759,0.4963,0.6556,0.6759,0.6759,,,1.0,,,,,0.3,,,,,0.3333,,,,,,,,,,,,,,1.0,,,0.5,,,,,,,,,0.8,
1871,uniform,6,True,rest_p,2,12,False,0.7619,0.375,0.3259,0.0489,0.8333,5,0.0,rest_p,rest_e,rest_p,rest_b,rest_p,rest_p,True,True,True,False,True,True,0.7619,0.7206,0.7619,0.6187,0.7619,0.7619,0.625,,,,,,1.0,,,,,,,,,0.7143,,,,,,,,,,0.375,,,0.8571,,,,,,,,,,,1.0
1872,coalitional,4,True,rest_s,2,8,False,0.5778,0.1111,0.0,0.1793,0.5,3,-0.0722,rest_w,rest_m,rest_s,rest_s,rest_w,rest_s,False,False,True,True,False,True,0.65,0.5806,0.5778,0.5778,0.65,0.5778,,,,0.2,,,,,1.0,,,,,,,,,,,,,,,,0.1111,,,,,,,,,,,,1.0,,,
1873,divergent,8,True,rest_r,8,64,False,0.6889,0.1111,0.2489,0.1045,0.375,5,0.0,rest_r,rest_c,rest_c,rest_d,rest_r,rest_r,True,True,True,False,True,True,0.6889,0.5819,0.5819,0.525,0.6889,0.6889,,,0.3,,,,1.0,,0.1111,,,,,1.0,,,,,,,,,,,1.0,,,,0.5,,,0.8,0.8,,,,,,,
1874,uniform,6,True,rest_h,3,18,False,0.5894,0.1111,0.0,0.1065,0.3333,0,-0.1657,rest_k,rest_e,rest_k,rest_k,rest_e,rest_k,False,False,False,False,False,False,0.7551,0.6657,0.7551,0.7551,0.6657,0.7551,,,,,,,,,,,,0.1111,,,,1.0,,,,,,,,,,,,,,0.4,,,,1.0,0.625,,,,,0.4
1875,divergent,6,True,rest_i,2,12,False,0.6222,0.3,0.3867,0.1014,0.5,5,-0.0037,rest_g,rest_i,rest_f,rest_i,rest_g,rest_i,True,True,True,True,False,True,0.6259,0.6222,0.4352,0.6222,0.6259,0.6222,,,,,0.3333,,,,,,,0.8,,0.3,,0.3,,,1.0,,,,,,,,,,,,,,,,,,1.0,,,
1876,coalitional,8,True,rest_m,2,16,False,0.551,0.1,0.5569,0.1321,0.5,1,-0.2573,rest_d,rest_d,rest_b,rest_d,rest_d,rest_d,False,False,True,False,False,False,0.8083,0.8083,0.5948,0.8083,0.8083,0.8083,,,,,0.1,1.0,,,,,0.8,,0.8,,,,,,,,,,,,0.1667,,,,,,1.0,,,,,,,,0.1667,0.375
1877,minority,8,True,rest_g,3,24,False,0.7156,0.1,0.0117,0.1005,0.75,3,-0.0517,rest_q,rest_y,rest_g,rest_g,rest_q,rest_q,False,False,True,True,True,False,0.7674,0.7438,0.7156,0.7156,0.7674,0.7674,0.625,,,,,,,,0.5,,,1.0,,0.1,,,,,1.0,,,,1.0,,,,,1.0,,,,,,,,,,,,0.5
1878,minority,4,True,rest_s,3,12,False,0.725,0.1,0.8333,0.1369,0.75,4,0.0,rest_s,rest_z,rest_c,rest_s,rest_z,rest_s,True,False,True,True,False,True,0.725,0.6312,0.4062,0.725,0.6312,0.725,,1.0,0.1,1.0,,,,,,,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1879,divergent,4,True,rest_p,3,12,False,0.5528,0.1,0.0,0.2,0.25,4,0.0,rest_p,rest_l,rest_f,rest_p,rest_l,rest_p,True,False,True,True,False,True,0.5528,0.5139,0.4639,0.5528,0.5139,0.5528,,,,,,1.0,,,,0.1111,,,,,,1.0,,,0.1,,,,,,,,,,,,,,,,,,,,,
188,divergent,6,True,rest_p,2,12,False,0.5375,0.1,0.3563,0.1229,0.3333,2,-0.0833,rest_d,rest_d,rest_d,rest_d,rest_l,rest_d,False,False,True,True,False,False,0.6083,0.6083,0.6083,0.6083,0.6208,0.6083,1.0,,,,,,,,,,,,,,,0.625,,,,,,,,,0.1,,,0.5,,,,,0.1,,0.9,,,,,
1880,uniform,8,True,rest_q,2,16,False,0.9048,0.7143,0.1587,0.0106,0.75,6,0.0,rest_q,rest_q,rest_q,rest_q,rest_q,rest_q,True,True,True,True,True,True,0.9048,0.9048,0.9048,0.9048,0.9048,0.9048,,,,,,,0.8571,,,,,,,1.0,,,,,,,,1.0,,,,0.8333,1.0,,,,0.7143,,,0.8333,,,,,1.0,
1881,minority,4,True,rest_i,2,8,False,0.4208,0.1,0.4278,0.1188,0.5,1,-0.3431,rest_c,rest_c,rest_c,rest_c,rest_c,rest_c,False,False,True,False,False,False,0.7639,0.7639,0.7639,0.7639,0.7639,0.7639,0.25,,,,1.0,,,,0.1,,,,,,,,,,,,,,0.3333,,,,,,,,,,,,,,,,,
1882,uniform,8,True,rest_r,2,16,False,0.6926,0.4,0.3344,0.0609,0.5,2,-0.1338,rest_c,rest_c,rest_c,rest_c,rest_c,rest_c,False,False,True,True,False,False,0.8264,0.8264,0.8264,0.8264,0.8264,0.8264,,,1.0,0.4,,1.0,,,,,,,,0.4444,,0.625,,,,,,,,,,1.0,,0.5714,,,,,0.5,,,,,,,
1883,uniform,6,True,rest_t,2,12,False,0.7616,0.3,0.554,0.0714,0.5,2,-0.0471,rest_l,rest_h,rest_l,rest_t,rest_h,rest_l,False,False,True,True,False,False,0.8087,0.7307,0.8087,0.7616,0.7307,0.8087,,,,0.3,,,,,,,,1.0,,0.7143,,,,,,1.0,,,,,,,,,,,,,,,,,,,0.5556,1.0
1884,divergent,6,True,rest_k,2,12,False,0.5667,0.1,0.0,0.1889,0.3333,2,-0.0852,rest_v,rest_l,rest_d,rest_k,rest_t,rest_v,False,False,True,True,False,False,0.6519,0.4778,0.5389,0.5667,0.6426,0.6519,,,,,1.0,,,1.0,,,,,,,,,,,,,,0.1,,,,,0.2,,1.0,,,,,,,,0.1,,,
1885,uniform,6,True,rest_k,2,12,False,0.7,0.4444,0.0,0.051,0.3333,2,-0.0819,rest_f,rest_f,rest_k,rest_k,rest_f,rest_o,False,False,True,True,False,False,0.7819,0.7819,0.7,0.7,0.7819,0.7176,0.4444,,,,0.7,,,,,,,,,,,1.0,,,,,,,,,0.5,1.0,,,,0.5556,,,,,,,,,,
1886,divergent,2,True,rest_g,3,6,False,0.9,0.8,0.0,0.01,0.5,3,-0.05,rest_m,rest_m,rest_f,rest_f,rest_m,rest_g,False,False,True,False,True,True,0.95,0.95,0.55,0.55,0.95,0.9,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,0.8,,,,,,,,,,,,,
1887,coalitional,8,True,rest_h,2,16,False,0.5309,0.1,0.0,0.16,0.5,1,-0.2931,rest_f,rest_f,rest_c,rest_f,rest_f,rest_f,False,False,True,False,False,False,0.824,0.824,0.4823,0.824,0.824,0.824,0.125,,,,,,,,,,0.2222,,,,,,0.1,1.0,0.1,,,,,,1.0,,,0.9,,0.8,,,,,,,,,,
1888,coalitional,4,True,rest_y,2,8,False,0.7812,0.5,0.2083,0.0498,0.25,6,-0.0062,rest_t,rest_t,rest_e,rest_y,rest_t,rest_y,True,True,True,True,True,True,0.7875,0.7875,0.5188,0.7812,0.7875,0.7812,0.5,,,1.0,0.625,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,
1889,coalitional,8,True,rest_k,2,16,False,0.649,0.125,0.0,0.1192,0.5,4,0.0,rest_k,rest_n,rest_j,rest_x,rest_k,rest_k,True,False,True,False,True,True,0.649,0.5819,0.5073,0.5215,0.649,0.649,,,,,,,,1.0,,,,,,,,1.0,,,0.125,,,,,,,1.0,,0.2222,,0.5,0.9,,,,,,,,,0.4444
189,divergent,6,True,rest_j,2,12,False,0.55,0.1,0.54,0.2025,0.3333,2,-0.2333,rest_m,rest_k,rest_i,rest_j,rest_k,rest_k,False,False,True,True,False,False,0.7833,0.7273,0.5745,0.55,0.7273,0.7273,,,,,,,,0.1,,,,,1.0,,,,,,,,,,,,1.0,,,,0.1,,,0.1,,,,,,,1.0,
1890,minority,8,True,rest_a,2,16,False,0.791,0.1,0.104,0.0828,0.5,5,0.0,rest_a,rest_n,rest_a,rest_a,rest_a,rest_a,True,False,True,True,True,True,0.791,0.599,0.791,0.791,0.791,0.791,,1.0,,1.0,,,0.75,,,0.7778,,,,,,,,,,,,,,,,,,0.7,1.0,,1.0,,0.1,,,,,,,
1891,minority,6,True,rest_f,3,18,False,0.6301,0.1,0.6361,0.0962,0.3333,1,-0.1176,rest_w,rest_w,rest_s,rest_f,rest_w,rest_w,False,False,False,True,False,False,0.7477,0.7477,0.3356,0.6301,0.7477,0.7477,,0.5,,,,1.0,,,,,,,,,,,0.625,,,,,,1.0,0.1,,,,,,,,,,0.5556,,,,,,
1892,minority,4,True,rest_a,1,4,True,0.7639,0.5,0.2778,0.0561,1.0,6,0.0,rest_a,rest_a,rest_a,rest_a,rest_a,rest_a,True,True,True,True,True,True,0.7639,0.7639,0.7639,0.7639,0.7639,0.7639,1.0,,,,,,,,,,,0.5,,,,,1.0,,,,,,,,,,,,,,,,,0.5556,,,,,,
1893,coalitional,6,True,rest_h,2,12,False,0.75,0.1,0.3,0.1158,0.6667,2,-0.1333,rest_i,rest_i,rest_b,rest_i,rest_i,rest_h,False,False,True,False,False,True,0.8833,0.8833,0.6889,0.8833,0.8833,0.75,,0.9,0.1,,,,1.0,,,,,,,,1.0,,0.5,,,,,,,,,,,,,,,1.0,,,,,,,,
1894,coalitional,6,True,rest_s,6,36,False,0.4227,0.1,0.4569,0.111,0.3333,0,-0.3194,rest_e,rest_e,rest_c,rest_p,rest_e,rest_e,False,False,False,False,False,False,0.7421,0.7421,0.6556,0.5833,0.7421,0.7421,0.125,,,,,,,,,,,,,,0.8,,,,,,,0.1111,,,,,,,,0.9,,,,,0.5,,,,0.1,
1895,minority,4,True,rest_c,3,12,False,0.6,0.1,0.0,0.135,0.0,1,-0.125,rest_h,rest_l,rest_c,rest_h,rest_m,rest_h,False,False,True,False,False,False,0.725,0.6,0.6,0.725,0.675,0.725,,,,,0.1,,,,,,,,,,,,,,0.9,,,,,,,,,,,,0.4,1.0,,,,,,,,
1896,divergent,2,True,rest_q,5,10,False,0.5056,0.1111,0.0,0.1556,0.0,0,-0.3889,rest_k,rest_k,rest_c,rest_c,rest_k,rest_c,False,False,False,False,False,False,0.8944,0.8944,0.7778,0.7778,0.8944,0.7778,,,,,,,,,,,,,,,,,,,,,,,,,0.9,,,,,,,0.1111,,,,,,,,
1897,minority,8,True,rest_l,3,24,False,0.7465,0.3333,0.2537,0.0749,0.75,2,-0.0573,rest_b,rest_l,rest_b,rest_l,rest_b,rest_b,False,True,False,True,False,False,0.8038,0.7465,0.8038,0.7465,0.8038,0.8038,,,,,,0.5,,,,,,,,,,,,1.0,1.0,0.875,,,,,,,,0.8889,0.375,,,,,,0.3333,,,,1.0,
1898,divergent,6,True,rest_k,2,12,False,0.4648,0.1,0.4378,0.1473,0.1667,1,-0.213,rest_c,rest_c,rest_c,rest_f,rest_c,rest_c,False,False,True,False,False,False,0.6778,0.6778,0.6778,0.4,0.6778,0.6778,,,,,,,,,,,,,,,0.1,,,,0.8889,,,,,,,,,,,,,,,1.0,0.1,,0.1,,,0.6
1899,uniform,2,True,rest_l,2,4,False,1.0,1.0,0.0,0.0,0.5,6,0.0,rest_l,rest_l,rest_l,rest_l,rest_l,rest_l,True,True,True,True,True,True,1.0,1.0,1.0,1.0,1.0,1.0,,,,1.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
19,minority,4,True,rest_p,3,12,False,0.75,0.1,0.0,0.1425,0.5,3,0.0,rest_p,rest_q,rest_h,rest_p,rest_q,rest_p,True,False,False,True,False,True,0.75,0.7104,0.5701,0.75,0.7104,0.75,1.0,,,1.0,,,,,,,,,,,,,,,,0.9,,,,,,,,,,,,0.1,,,,,,,,
190,uniform,2,True,rest_c,2,4,False,0.75,0.5,0.0,0.0625,0.5,4,0.0,rest_c,rest_h,rest_c,rest_c,rest_h,rest_c,True,False,True,True,False,True,0.75,0.6875,0.75,0.75,0.6875,0.75,,,,,,,,,,,,,,,1.0,,,,,,,0.5,,,,,,,,,,,,,,,,,,
1900,coalitional,4,True,rest_v,7,28,False,0.4639,0.1,0.0,0.0998,0.0,0,-0.2,rest_x,rest_x,rest_l,rest_l,rest_x,rest_x,False,False,False,False,False,False,0.6639,0.6639,0.6111,0.6111,0.6639,0.6639,,,,0.2,,,,,,,,,0.1,,,,0.7778,,,0.7778,,,,,,,,,,,,,,,,,,,,
1901,uniform,4,True,rest_a,2,8,False,0.9,0.6,0.0,0.03,0.5,6,0.0,rest_a,rest_a,rest_a,rest_a,rest_a,rest_a,True,True,True,True,True,True,0.9,0.9,0.9,0.9,0.9,0.9,,,,,0.6,,,,,1.0,,,,,,,,,,,,,1.0,,1.0,,,,,,,,,,,,,,,
1902,coalitional,4,False,NO CONSENSUS REACHED,21,84,False,0.0,0.0,0.0,0.0,0.25,0,-0.625,rest_s,rest_s,rest_e,rest_e,rest_s,rest_e,False,False,False,False,False,False,0.625,0.625,0.6,0.6,0.625,0.6,,,,,0.0,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,0.0
1903,uniform,2,True,rest_l,1,2,True,1.0,1.0,0.0,0.0,1.0,6,0.0,rest_l,rest_l,rest_l,rest_l,rest_l,rest_l,True,True,True,True,True,True,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,
1904,uniform,2,True,rest_p,7,14,False,0.7,0.5,0.0,0.04,0.0,1,-0.15,rest_m,rest_m,rest_k,rest_k,rest_m,rest_k,False,False,False,False,True,False,0.85,0.85,0.75,0.75,0.85,0.75,,,,,,,,,,,0.5,,,,,,,,,,,,,,,,,,,0.9,,,,,,,,,,
1905,uniform,2,True,rest_g,2,4,False,1.0,1.0,0.0,0.0,0.5,6,0.0,rest_g,rest_g,rest_g,rest_g,rest_g,rest_g,True,True,True,True,True,True,1.0,1.0,1.0,1.0,1.0,1.0,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0
1906,minority,6,True,rest_q,1,6,True,0.85,0.1,0.9,0.1125,1.0,3,0.0,rest_q,rest_x,rest_i,rest_q,rest_x,rest_q,True,False,False,True,False,True,0.85,0.7505,0.4101,0.85,0.7505,0.85,,,,,,0.1,,,1.0,,,,,1.0,,,,1.0,,,,,,,,,1.0,,,,,,,,,,,,,1.0
1907,minority,6,True,rest_j,1,6,True,0.9208,0.625,0.2375,0.0188,1.0,6,0.0,rest_j,rest_j,rest_e,rest_j,rest_j,rest_j,True,True,True,True,True,True,0.9208,0.9208,0.3097,0.9208,0.9208,0.9208,,,,,,,0.9,,,,1.0,,,,,,1.0,,,,,,0.625,,,1.0,,,,,,,,,,,,,1.0,
1908,uniform,6,True,rest_b,1,6,True,0.869,0.5,0.3929,0.0381,1.0,6,0.0,rest_b,rest_b,rest_b,rest_b,rest_b,rest_b,True,True,True,True,True,True,0.869,0.869,0.869,0.869,0.869,0.869,,,1.0,,,,,,1.0,,,,,,,,0.7143,,,,,,,,,,,1.0,,,,,0.5,,1.0,,,,,
1909,uniform,4,True,rest_m,2,8,False,0.925,0.8,0.0,0.0069,0.5,5,0.0,rest_m,rest_m,rest_r,rest_m,rest_m,rest_m,True,True,False,True,True,True,0.925,0.925,0.7028,0.925,0.925,0.925,,,,,0.9,,,,,,,,,,,,0.8,,,,,,,,,,,1.0,,1.0,,,,,,,,,,
191,uniform,2,True,rest_t,1,2,True,0.5714,0.1429,0.0,0.1837,1.0,2,-0.3571,rest_q,rest_q,rest_q,rest_q,rest_q,rest_v,False,False,True,True,False,False,0.9286,0.9286,0.9286,0.9286,0.9286,0.6875,,,,,,,,,,1.0,0.1429,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1910,minority,4,True,rest_r,2,8,False,0.75,0.2,0.0,0.1075,0.5,4,0.0,rest_r,rest_f,rest_g,rest_r,rest_r,rest_r,True,False,False,True,True,True,0.75,0.5833,0.5889,0.75,0.75,0.75,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,0.8,,,0.2
